The load Love numbers from the REAR package are attached. There are no 
more of these oscillations at high degree, and they go up to degree 32768.
November 20, 2015，Jean-Paul
CM: center of mass reference frame
    n     h' (vert)         l' (horiz)         k' (potent)
 1288  -0.6089248792D+01  0.1400511151D-02  -0.2303205079D-02
 1289  -0.6089675981D+01  0.1399649975D-02  -0.2301641849D-02
 1290  -0.6090101768D+01  0.1398789458D-02  -0.2300080327D-02
 1291  -0.6090526209D+01  0.1397929633D-02  -0.2298520540D-02
 1292  -0.6090949244D+01  0.1397070460D-02  -0.2296962450D-02
 1293  -0.6091370901D+01  0.1396211956D-02  -0.2295406071D-02
 1294  -0.6091791124D+01  0.1395354080D-02  -0.2293851363D-02
 1295  -0.6092210025D+01  0.1394496902D-02  -0.2292298388D-02
 1296  -0.6092627507D+01  0.1393640358D-02  -0.2290747087D-02
 1297  -0.6093043637D+01  0.1392784488D-02  -0.2289197493D-02
 1298  -0.6093458411D+01  0.1391929287D-02  -0.2287649598D-02
 1299  -0.6093871788D+01  0.1391074726D-02  -0.2286103377D-02
 1300  -0.6094283843D+01  0.1390220851D-02  -0.2284558867D-02
 1301  -0.6094694558D+01  0.1389367647D-02  -0.2283016053D-02
 1302  -0.6095103913D+01  0.1388515099D-02  -0.2281474921D-02
 1303  -0.6095511921D+01  0.1387663214D-02  -0.2279935473D-02
 1304  -0.6095918565D+01  0.1386811978D-02  -0.2278397696D-02
 1305  -0.6096323924D+01  0.1385961438D-02  -0.2276861628D-02
 1306  -0.6096727904D+01  0.1385111533D-02  -0.2275327215D-02
 1307  -0.6097130545D+01  0.1384262285D-02  -0.2273794474D-02
 1308  -0.6097531909D+01  0.1383413731D-02  -0.2272263436D-02
 1309  -0.6097931928D+01  0.1382565827D-02  -0.2270734058D-02
 1310  -0.6098330617D+01  0.1381718578D-02  -0.2269206345D-02
 1311  -0.6098727993D+01  0.1380871994D-02  -0.2267680302D-02
 1312  -0.6099124090D+01  0.1380026093D-02  -0.2266155945D-02
 1313  -0.6099518870D+01  0.1379180848D-02  -0.2264633246D-02
 1314  -0.6099912324D+01  0.1378336253D-02  -0.2263112199D-02
 1315  -0.6100304531D+01  0.1377492353D-02  -0.2261592842D-02
 1316  -0.6100695421D+01  0.1376649102D-02  -0.2260075132D-02
 1317  -0.6101085023D+01  0.1375806518D-02  -0.2258559082D-02
 1318  -0.6101473359D+01  0.1374964610D-02  -0.2257044700D-02
 1319  -0.6101860373D+01  0.1374123342D-02  -0.2255531951D-02
 1320  -0.6102246157D+01  0.1373282768D-02  -0.2254020880D-02
 1321  -0.6102630614D+01  0.1372442827D-02  -0.2252511432D-02
 1322  -0.6103013847D+01  0.1371603578D-02  -0.2251003658D-02
 1323  -0.6103395755D+01  0.1370764959D-02  -0.2249497500D-02
 1324  -0.6103776492D+01  0.1369927060D-02  -0.2247993037D-02
 1325  -0.6104155920D+01  0.1369089796D-02  -0.2246490190D-02
 1326  -0.6104534052D+01  0.1368253171D-02  -0.2244988963D-02
 1327  -0.6104910996D+01  0.1367417250D-02  -0.2243489409D-02
 1328  -0.6105286673D+01  0.1366581983D-02  -0.2241991483D-02
 1329  -0.6105661122D+01  0.1365747389D-02  -0.2240495202D-02
 1330  -0.6106034331D+01  0.1364913461D-02  -0.2239000554D-02
 1331  -0.6106406295D+01  0.1364080192D-02  -0.2237507534D-02
 1332  -0.6106777032D+01  0.1363247591D-02  -0.2236016146D-02
 1333  -0.6107146504D+01  0.1362415634D-02  -0.2234526368D-02
 1334  -0.6107514822D+01  0.1361584384D-02  -0.2233038255D-02
 1335  -0.6107881883D+01  0.1360753778D-02  -0.2231551747D-02
 1336  -0.6108247755D+01  0.1359923854D-02  -0.2230066877D-02
 1337  -0.6108612360D+01  0.1359094563D-02  -0.2228583600D-02
 1338  -0.6108975799D+01  0.1358265964D-02  -0.2227101965D-02
 1339  -0.6109338028D+01  0.1357438027D-02  -0.2225621945D-02
 1340  -0.6109699060D+01  0.1356610760D-02  -0.2224143544D-02
 1341  -0.6110058883D+01  0.1355784151D-02  -0.2222666751D-02
 1342  -0.6110417525D+01  0.1354958216D-02  -0.2221191578D-02
 1343  -0.6110774980D+01  0.1354132949D-02  -0.2219718017D-02
 1344  -0.6111131253D+01  0.1353308351D-02  -0.2218246067D-02
 1345  -0.6111486304D+01  0.1352484395D-02  -0.2216775703D-02
 1346  -0.6111840180D+01  0.1351661108D-02  -0.2215306946D-02
 1347  -0.6112192926D+01  0.1350838515D-02  -0.2213839817D-02
 1348  -0.6112544485D+01  0.1350016578D-02  -0.2212374281D-02
 1349  -0.6112894855D+01  0.1349195295D-02  -0.2210910334D-02
 1350  -0.6113244102D+01  0.1348374703D-02  -0.2209448006D-02
 1351  -0.6113592135D+01  0.1347554745D-02  -0.2207987245D-02
 1352  -0.6113939046D+01  0.1346735475D-02  -0.2206528098D-02
 1353  -0.6114284796D+01  0.1345916866D-02  -0.2205070538D-02
 1354  -0.6114629386D+01  0.1345098917D-02  -0.2203614564D-02
 1355  -0.6114972862D+01  0.1344281654D-02  -0.2202160196D-02
 1356  -0.6115315153D+01  0.1343465032D-02  -0.2200707392D-02
 1357  -0.6115656316D+01  0.1342649083D-02  -0.2199256180D-02
 1358  -0.6115996378D+01  0.1341833820D-02  -0.2197806569D-02
 1359  -0.6116335258D+01  0.1341019194D-02  -0.2196358513D-02
 1360  -0.6116673027D+01  0.1340205245D-02  -0.2194912046D-02
 1361  -0.6117009681D+01  0.1339391967D-02  -0.2193467161D-02
 1362  -0.6117345205D+01  0.1338579351D-02  -0.2192023849D-02
 1363  -0.6117679610D+01  0.1337767400D-02  -0.2190582110D-02
 1364  -0.6118012929D+01  0.1336956132D-02  -0.2189141959D-02
 1365  -0.6118345094D+01  0.1336145505D-02  -0.2187703356D-02
 1366  -0.6118676188D+01  0.1335335565D-02  -0.2186266341D-02
 1367  -0.6119006141D+01  0.1334526269D-02  -0.2184830873D-02
 1368  -0.6119335010D+01  0.1333717649D-02  -0.2183396980D-02
 1369  -0.6119662789D+01  0.1332909698D-02  -0.2181964654D-02
 1370  -0.6119989445D+01  0.1332102396D-02  -0.2180533874D-02
 1371  -0.6120315047D+01  0.1331295782D-02  -0.2179104673D-02
 1372  -0.6120639554D+01  0.1330489828D-02  -0.2177677026D-02
 1373  -0.6120962969D+01  0.1329684535D-02  -0.2176250930D-02
 1374  -0.6121285302D+01  0.1328879906D-02  -0.2174826387D-02
 1375  -0.6121606578D+01  0.1328075954D-02  -0.2173403408D-02
 1376  -0.6121926739D+01  0.1327272643D-02  -0.2171981957D-02
 1377  -0.6122245880D+01  0.1326470026D-02  -0.2170562081D-02
 1378  -0.6122563914D+01  0.1325668051D-02  -0.2169143732D-02
 1379  -0.6122880912D+01  0.1324866758D-02  -0.2167726942D-02
 1380  -0.6123196830D+01  0.1324066117D-02  -0.2166311685D-02
 1381  -0.6123511679D+01  0.1323266134D-02  -0.2164897963D-02
 1382  -0.6123825521D+01  0.1322466843D-02  -0.2163485805D-02
 1383  -0.6124138246D+01  0.1321668177D-02  -0.2162075150D-02
 1384  -0.6124449976D+01  0.1320870207D-02  -0.2160666059D-02
 1385  -0.6124760636D+01  0.1320072886D-02  -0.2159258489D-02
 1386  -0.6125070280D+01  0.1319276243D-02  -0.2157852464D-02
 1387  -0.6125378876D+01  0.1318480257D-02  -0.2156447963D-02
 1388  -0.6125686408D+01  0.1317684919D-02  -0.2155044976D-02
 1389  -0.6125992962D+01  0.1316890275D-02  -0.2153643544D-02
 1390  -0.6126298477D+01  0.1316096289D-02  -0.2152243631D-02
 1391  -0.6126602933D+01  0.1315302945D-02  -0.2150845224D-02
 1392  -0.6126906386D+01  0.1314510276D-02  -0.2149448348D-02
 1393  -0.6127208826D+01  0.1313718273D-02  -0.2148052994D-02
 1394  -0.6127510243D+01  0.1312926929D-02  -0.2146659154D-02
 1395  -0.6127810640D+01  0.1312136242D-02  -0.2145266826D-02
 1396  -0.6128110041D+01  0.1311346227D-02  -0.2143876020D-02
 1397  -0.6128408459D+01  0.1310556887D-02  -0.2142486737D-02
 1398  -0.6128705869D+01  0.1309768206D-02  -0.2141098962D-02
 1399  -0.6129002248D+01  0.1308980169D-02  -0.2139712681D-02
 1400  -0.6129297646D+01  0.1308192803D-02  -0.2138327914D-02
 1401  -0.6129592072D+01  0.1307406112D-02  -0.2136944663D-02
 1402  -0.6129885466D+01  0.1306620058D-02  -0.2135562895D-02
 1403  -0.6130177920D+01  0.1305834693D-02  -0.2134182652D-02
 1404  -0.6130469349D+01  0.1305049966D-02  -0.2132803888D-02
 1405  -0.6130759815D+01  0.1304265910D-02  -0.2131426632D-02
 1406  -0.6131049302D+01  0.1303482515D-02  -0.2130050871D-02
 1407  -0.6131337828D+01  0.1302699790D-02  -0.2128676613D-02
 1408  -0.6131625373D+01  0.1301917719D-02  -0.2127303842D-02
 1409  -0.6131911951D+01  0.1301136310D-02  -0.2125932563D-02
 1410  -0.6132197560D+01  0.1300355560D-02  -0.2124562772D-02
 1411  -0.6132482197D+01  0.1299575464D-02  -0.2123194463D-02
 1412  -0.6132765919D+01  0.1298796055D-02  -0.2121827663D-02
 1413  -0.6133048640D+01  0.1298017280D-02  -0.2120462324D-02
 1414  -0.6133330438D+01  0.1297239182D-02  -0.2119098483D-02
 1415  -0.6133611270D+01  0.1296461735D-02  -0.2117736115D-02
 1416  -0.6133891142D+01  0.1295684941D-02  -0.2116375218D-02
 1417  -0.6134170085D+01  0.1294908814D-02  -0.2115015807D-02
 1418  -0.6134448086D+01  0.1294133347D-02  -0.2113657871D-02
 1419  -0.6134725171D+01  0.1293358551D-02  -0.2112301418D-02
 1420  -0.6135001302D+01  0.1292584403D-02  -0.2110946428D-02
 1421  -0.6135276498D+01  0.1291810913D-02  -0.2109592907D-02
 1422  -0.6135550748D+01  0.1291038072D-02  -0.2108240845D-02
 1423  -0.6135824093D+01  0.1290265901D-02  -0.2106890260D-02
 1424  -0.6136096520D+01  0.1289494392D-02  -0.2105541144D-02
 1425  -0.6136368003D+01  0.1288723527D-02  -0.2104193478D-02
 1426  -0.6136638621D+01  0.1287953350D-02  -0.2102847300D-02
 1427  -0.6136908284D+01  0.1287183808D-02  -0.2101502561D-02
 1428  -0.6137177032D+01  0.1286414921D-02  -0.2100159278D-02
 1429  -0.6137444867D+01  0.1285646689D-02  -0.2098817449D-02
 1430  -0.6137711812D+01  0.1284879123D-02  -0.2097477083D-02
 1431  -0.6137977883D+01  0.1284112231D-02  -0.2096138184D-02
 1432  -0.6138243006D+01  0.1283345968D-02  -0.2094800711D-02
 1433  -0.6138507256D+01  0.1282580376D-02  -0.2093464700D-02
 1434  -0.6138770609D+01  0.1281815438D-02  -0.2092130135D-02
 1435  -0.6139033067D+01  0.1281051154D-02  -0.2090797014D-02
 1436  -0.6139294640D+01  0.1280287529D-02  -0.2089465339D-02
 1437  -0.6139555337D+01  0.1279524564D-02  -0.2088135112D-02
 1438  -0.6139815126D+01  0.1278762241D-02  -0.2086806312D-02
 1439  -0.6140074050D+01  0.1278000581D-02  -0.2085478959D-02
 1440  -0.6140332081D+01  0.1277239568D-02  -0.2084153034D-02
 1441  -0.6140589286D+01  0.1276479237D-02  -0.2082828570D-02
 1442  -0.6140845558D+01  0.1275719526D-02  -0.2081505508D-02
 1443  -0.6141100999D+01  0.1274960491D-02  -0.2080183898D-02
 1444  -0.6141355569D+01  0.1274202107D-02  -0.2078863715D-02
 1445  -0.6141609270D+01  0.1273444374D-02  -0.2077544957D-02
 1446  -0.6141862113D+01  0.1272687295D-02  -0.2076227628D-02
 1447  -0.6142114101D+01  0.1271930872D-02  -0.2074911725D-02
 1448  -0.6142365215D+01  0.1271175092D-02  -0.2073597236D-02
 1449  -0.6142615493D+01  0.1270419974D-02  -0.2072284177D-02
 1450  -0.6142864934D+01  0.1269665515D-02  -0.2070972543D-02
 1451  -0.6143113517D+01  0.1268911703D-02  -0.2069662323D-02
 1452  -0.6143361268D+01  0.1268158550D-02  -0.2068353524D-02
 1453  -0.6143608148D+01  0.1267406032D-02  -0.2067046126D-02
 1454  -0.6143854207D+01  0.1266654176D-02  -0.2065740150D-02
 1455  -0.6144099433D+01  0.1265902974D-02  -0.2064435587D-02
 1456  -0.6144343804D+01  0.1265152410D-02  -0.2063132422D-02
 1457  -0.6144587365D+01  0.1264402509D-02  -0.2061830676D-02
 1458  -0.6144830102D+01  0.1263653261D-02  -0.2060530338D-02
 1459  -0.6145072007D+01  0.1262904660D-02  -0.2059231400D-02
 1460  -0.6145313106D+01  0.1262156718D-02  -0.2057933875D-02
 1461  -0.6145553354D+01  0.1261409409D-02  -0.2056637734D-02
 1462  -0.6145792811D+01  0.1260662765D-02  -0.2055343006D-02
 1463  -0.6146031425D+01  0.1259916755D-02  -0.2054049661D-02
 1464  -0.6146269248D+01  0.1259171405D-02  -0.2052757723D-02
 1465  -0.6146506251D+01  0.1258426699D-02  -0.2051467174D-02
 1466  -0.6146742461D+01  0.1257682649D-02  -0.2050178024D-02
 1467  -0.6146977854D+01  0.1256939240D-02  -0.2048890260D-02
 1468  -0.6147212449D+01  0.1256196482D-02  -0.2047603886D-02
 1469  -0.6147446247D+01  0.1255454372D-02  -0.2046318902D-02
 1470  -0.6147679243D+01  0.1254712908D-02  -0.2045035301D-02
 1471  -0.6147911453D+01  0.1253972095D-02  -0.2043753087D-02
 1472  -0.6148142879D+01  0.1253231933D-02  -0.2042472261D-02
 1473  -0.6148373504D+01  0.1252492411D-02  -0.2041192809D-02
 1474  -0.6148603332D+01  0.1251753531D-02  -0.2039914731D-02
 1475  -0.6148832387D+01  0.1251015302D-02  -0.2038638035D-02
 1476  -0.6149060653D+01  0.1250277714D-02  -0.2037362712D-02
 1477  -0.6149288158D+01  0.1249540782D-02  -0.2036088772D-02
 1478  -0.6149514876D+01  0.1248804490D-02  -0.2034816199D-02
 1479  -0.6149740820D+01  0.1248068842D-02  -0.2033544996D-02
 1480  -0.6149965996D+01  0.1247333842D-02  -0.2032275164D-02
 1481  -0.6150190398D+01  0.1246599482D-02  -0.2031006697D-02
 1482  -0.6150414042D+01  0.1245865772D-02  -0.2029739599D-02
 1483  -0.6150636909D+01  0.1245132698D-02  -0.2028473860D-02
 1484  -0.6150859023D+01  0.1244400271D-02  -0.2027209486D-02
 1485  -0.6151080399D+01  0.1243668500D-02  -0.2025946484D-02
 1486  -0.6151300981D+01  0.1242937352D-02  -0.2024684822D-02
 1487  -0.6151520831D+01  0.1242206857D-02  -0.2023424528D-02
 1488  -0.6151739928D+01  0.1241477005D-02  -0.2022165590D-02
 1489  -0.6151958262D+01  0.1240747786D-02  -0.2020907998D-02
 1490  -0.6152175878D+01  0.1240019225D-02  -0.2019651772D-02
 1491  -0.6152392720D+01  0.1239291290D-02  -0.2018396882D-02
 1492  -0.6152608830D+01  0.1238564000D-02  -0.2017143346D-02
 1493  -0.6152824206D+01  0.1237837355D-02  -0.2015891161D-02
 1494  -0.6153038842D+01  0.1237111348D-02  -0.2014640319D-02
 1495  -0.6153252741D+01  0.1236385980D-02  -0.2013390821D-02
 1496  -0.6153465909D+01  0.1235661253D-02  -0.2012142666D-02
 1497  -0.6153678359D+01  0.1234937172D-02  -0.2010895857D-02
 1498  -0.6153890058D+01  0.1234213717D-02  -0.2009650375D-02
 1499  -0.6154101045D+01  0.1233490908D-02  -0.2008406238D-02
 1500  -0.6154311308D+01  0.1232768737D-02  -0.2007163436D-02
 1501  -0.6154520843D+01  0.1232047200D-02  -0.2005921964D-02
 1502  -0.6154729668D+01  0.1231326305D-02  -0.2004681829D-02
 1503  -0.6154937782D+01  0.1230606051D-02  -0.2003443027D-02
 1504  -0.6155145184D+01  0.1229886435D-02  -0.2002205556D-02
 1505  -0.6155351865D+01  0.1229167450D-02  -0.2000969408D-02
 1506  -0.6155557852D+01  0.1228449111D-02  -0.1999734593D-02
 1507  -0.6155763119D+01  0.1227731399D-02  -0.1998501095D-02
 1508  -0.6155967681D+01  0.1227014323D-02  -0.1997268920D-02
 1509  -0.6156171541D+01  0.1226297883D-02  -0.1996038066D-02
 1510  -0.6156374696D+01  0.1225582075D-02  -0.1994808529D-02
 1511  -0.6156577171D+01  0.1224866912D-02  -0.1993580318D-02
 1512  -0.6156778941D+01  0.1224152377D-02  -0.1992353418D-02
 1513  -0.6156980016D+01  0.1223438476D-02  -0.1991127832D-02
 1514  -0.6157180417D+01  0.1222725217D-02  -0.1989903567D-02
 1515  -0.6157380104D+01  0.1222012578D-02  -0.1988680601D-02
 1516  -0.6157579110D+01  0.1221300575D-02  -0.1987458947D-02
 1517  -0.6157777459D+01  0.1220589220D-02  -0.1986238614D-02
 1518  -0.6157975097D+01  0.1219878480D-02  -0.1985019573D-02
 1519  -0.6158172067D+01  0.1219168379D-02  -0.1983801843D-02
 1520  -0.6158368369D+01  0.1218458915D-02  -0.1982585420D-02
 1521  -0.6158563976D+01  0.1217750071D-02  -0.1981370289D-02
 1522  -0.6158758929D+01  0.1217041869D-02  -0.1980156468D-02
 1523  -0.6158953195D+01  0.1216334288D-02  -0.1978943936D-02
 1524  -0.6159146799D+01  0.1215627342D-02  -0.1977732705D-02
 1525  -0.6159339743D+01  0.1214921028D-02  -0.1976522771D-02
 1526  -0.6159532023D+01  0.1214215344D-02  -0.1975314131D-02
 1527  -0.6159723628D+01  0.1213510283D-02  -0.1974106777D-02
 1528  -0.6159914591D+01  0.1212805859D-02  -0.1972900721D-02
 1529  -0.6160104872D+01  0.1212102051D-02  -0.1971695943D-02
 1530  -0.6160294520D+01  0.1211398884D-02  -0.1970492463D-02
 1531  -0.6160483508D+01  0.1210696340D-02  -0.1969290264D-02
 1532  -0.6160671845D+01  0.1209994424D-02  -0.1968089349D-02
 1533  -0.6160859540D+01  0.1209293139D-02  -0.1966889721D-02
 1534  -0.6161046581D+01  0.1208592476D-02  -0.1965691369D-02
 1535  -0.6161232979D+01  0.1207892441D-02  -0.1964494298D-02
 1536  -0.6161418723D+01  0.1207193025D-02  -0.1963298498D-02
 1537  -0.6161603840D+01  0.1206494243D-02  -0.1962103981D-02
 1538  -0.6161788316D+01  0.1205796084D-02  -0.1960910737D-02
 1539  -0.6161972162D+01  0.1205098553D-02  -0.1959718769D-02
 1540  -0.6162155359D+01  0.1204401639D-02  -0.1958528065D-02
 1541  -0.6162337932D+01  0.1203705354D-02  -0.1957338634D-02
 1542  -0.6162519877D+01  0.1203009693D-02  -0.1956150472D-02
 1543  -0.6162701191D+01  0.1202314654D-02  -0.1954963576D-02
 1544  -0.6162881882D+01  0.1201620239D-02  -0.1953777945D-02
 1545  -0.6163061949D+01  0.1200926447D-02  -0.1952593578D-02
 1546  -0.6163241396D+01  0.1200233278D-02  -0.1951410473D-02
 1547  -0.6163420214D+01  0.1199540726D-02  -0.1950228624D-02
 1548  -0.6163598434D+01  0.1198848805D-02  -0.1949048043D-02
 1549  -0.6163776016D+01  0.1198157494D-02  -0.1947868708D-02
 1550  -0.6163952994D+01  0.1197466809D-02  -0.1946690633D-02
 1551  -0.6164129351D+01  0.1196776738D-02  -0.1945513808D-02
 1552  -0.6164305128D+01  0.1196087304D-02  -0.1944338249D-02
 1553  -0.6164480263D+01  0.1195398471D-02  -0.1943163924D-02
 1554  -0.6164654819D+01  0.1194710271D-02  -0.1941990861D-02
 1555  -0.6164828759D+01  0.1194022683D-02  -0.1940819040D-02
 1556  -0.6165002082D+01  0.1193335705D-02  -0.1939648458D-02
 1557  -0.6165174828D+01  0.1192649357D-02  -0.1938479130D-02
 1558  -0.6165346962D+01  0.1191963619D-02  -0.1937311038D-02
 1559  -0.6165518523D+01  0.1191278510D-02  -0.1936144198D-02
 1560  -0.6165689467D+01  0.1190594006D-02  -0.1934978587D-02
 1561  -0.6165859828D+01  0.1189910122D-02  -0.1933814218D-02
 1562  -0.6166029605D+01  0.1189226857D-02  -0.1932651088D-02
 1563  -0.6166198785D+01  0.1188544204D-02  -0.1931489190D-02
 1564  -0.6166367373D+01  0.1187862161D-02  -0.1930328521D-02
 1565  -0.6166535397D+01  0.1187180745D-02  -0.1929169095D-02
 1566  -0.6166702832D+01  0.1186499938D-02  -0.1928010895D-02
 1567  -0.6166869671D+01  0.1185819738D-02  -0.1926853917D-02
 1568  -0.6167035955D+01  0.1185140163D-02  -0.1925698176D-02
 1569  -0.6167201649D+01  0.1184461194D-02  -0.1924543655D-02
 1570  -0.6167366766D+01  0.1183782836D-02  -0.1923390358D-02
 1571  -0.6167531328D+01  0.1183105100D-02  -0.1922238291D-02
 1572  -0.6167695299D+01  0.1182427965D-02  -0.1921087436D-02
 1573  -0.6167858715D+01  0.1181751448D-02  -0.1919937808D-02
 1574  -0.6168021567D+01  0.1181075545D-02  -0.1918789399D-02
 1575  -0.6168183841D+01  0.1180400244D-02  -0.1917642200D-02
 1576  -0.6168345560D+01  0.1179725559D-02  -0.1916496220D-02
 1577  -0.6168506714D+01  0.1179051481D-02  -0.1915351452D-02
 1578  -0.6168667306D+01  0.1178378010D-02  -0.1914207895D-02
 1579  -0.6168827353D+01  0.1177705156D-02  -0.1913065553D-02
 1580  -0.6168986828D+01  0.1177032902D-02  -0.1911924414D-02
 1581  -0.6169145773D+01  0.1176361268D-02  -0.1910784493D-02
 1582  -0.6169304145D+01  0.1175690231D-02  -0.1909645768D-02
 1583  -0.6169461973D+01  0.1175019805D-02  -0.1908508250D-02
 1584  -0.6169619254D+01  0.1174349986D-02  -0.1907371935D-02
 1585  -0.6169775981D+01  0.1173680769D-02  -0.1906236819D-02
 1586  -0.6169932176D+01  0.1173012166D-02  -0.1905102908D-02
 1587  -0.6170087825D+01  0.1172344165D-02  -0.1903970194D-02
 1588  -0.6170242926D+01  0.1171676767D-02  -0.1902838673D-02
 1589  -0.6170397495D+01  0.1171009978D-02  -0.1901708351D-02
 1590  -0.6170551523D+01  0.1170343791D-02  -0.1900579222D-02
 1591  -0.6170705012D+01  0.1169678205D-02  -0.1899451283D-02
 1592  -0.6170857976D+01  0.1169013229D-02  -0.1898324539D-02
 1593  -0.6171010408D+01  0.1168348855D-02  -0.1897198984D-02
 1594  -0.6171162303D+01  0.1167685081D-02  -0.1896074614D-02
 1595  -0.6171313672D+01  0.1167021909D-02  -0.1894951431D-02
 1596  -0.6171464513D+01  0.1166359340D-02  -0.1893829433D-02
 1597  -0.6171614833D+01  0.1165697373D-02  -0.1892708619D-02
 1598  -0.6171764628D+01  0.1165036007D-02  -0.1891588987D-02
 1599  -0.6171913900D+01  0.1164375241D-02  -0.1890470534D-02
 1600  -0.6172062653D+01  0.1163715075D-02  -0.1889353261D-02
 1601  -0.6172210888D+01  0.1163055508D-02  -0.1888237164D-02
 1602  -0.6172358607D+01  0.1162396541D-02  -0.1887122244D-02
 1603  -0.6172505805D+01  0.1161738169D-02  -0.1886008495D-02
 1604  -0.6172652506D+01  0.1161080405D-02  -0.1884895926D-02
 1605  -0.6172798679D+01  0.1160423229D-02  -0.1883784521D-02
 1606  -0.6172944355D+01  0.1159766657D-02  -0.1882674291D-02
 1607  -0.6173089517D+01  0.1159110679D-02  -0.1881565227D-02
 1608  -0.6173234183D+01  0.1158455303D-02  -0.1880457334D-02
 1609  -0.6173378331D+01  0.1157800515D-02  -0.1879350601D-02
 1610  -0.6173521981D+01  0.1157146327D-02  -0.1878245034D-02
 1611  -0.6173665131D+01  0.1156492733D-02  -0.1877140629D-02
 1612  -0.6173807775D+01  0.1155839731D-02  -0.1876037382D-02
 1613  -0.6173949934D+01  0.1155187331D-02  -0.1874935301D-02
 1614  -0.6174091597D+01  0.1154535524D-02  -0.1873834378D-02
 1615  -0.6174232759D+01  0.1153884307D-02  -0.1872734608D-02
 1616  -0.6174373426D+01  0.1153233682D-02  -0.1871635992D-02
 1617  -0.6174513598D+01  0.1152583648D-02  -0.1870538529D-02
 1618  -0.6174653293D+01  0.1151934212D-02  -0.1869442223D-02
 1619  -0.6174792497D+01  0.1151285366D-02  -0.1868347066D-02
 1620  -0.6174931218D+01  0.1150637113D-02  -0.1867253060D-02
 1621  -0.6175069443D+01  0.1149989445D-02  -0.1866160197D-02
 1622  -0.6175207192D+01  0.1149342371D-02  -0.1865068483D-02
 1623  -0.6175344461D+01  0.1148695887D-02  -0.1863977914D-02
 1624  -0.6175481245D+01  0.1148049991D-02  -0.1862888486D-02
 1625  -0.6175617565D+01  0.1147404690D-02  -0.1861800207D-02
